"scaff" "geneID" "CHROM"
"1" "ScA8VGg_100;HRSCAF=169" "LOC110178064" "NA"
"7728" "ScA8VGg_706;HRSCAF=1010" "LOC110183731" "NA"
"7729" "ScA8VGg_710;HRSCAF=1022" "LOC110183948" "NA"
"7730" "ScA8VGg_718;HRSCAF=1046" "LOC110184511" "2L"
"7731" "ScA8VGg_718;HRSCAF=1046" "LOC110184512" "2L"
"7732" "ScA8VGg_718;HRSCAF=1046" "LOC110184514" "2L"
"7733" "ScA8VGg_718;HRSCAF=1046" "LOC110184513" "2L"
"7734" "ScA8VGg_718;HRSCAF=1046" "LOC110191704" "2L"
"7735" "ScA8VGg_718;HRSCAF=1046" "LOC110191705" "2L"
"7736" "ScA8VGg_718;HRSCAF=1046" "LOC110191703" "2L"
"7737" "ScA8VGg_718;HRSCAF=1046" "LOC110191701" "2L"
"7738" "ScA8VGg_718;HRSCAF=1046" "LOC110191706" "2L"
"7739" "ScA8VGg_718;HRSCAF=1046" "LOC110188772" "2L"
"7740" "ScA8VGg_718;HRSCAF=1046" "LOC110188790" "2L"
"7741" "ScA8VGg_718;HRSCAF=1046" "LOC110188792" "2L"
"7742" "ScA8VGg_718;HRSCAF=1046" "LOC110188791" "2L"
"7743" "ScA8VGg_718;HRSCAF=1046" "LOC110188787" "2L"
"7744" "ScA8VGg_718;HRSCAF=1046" "LOC110188783" "2L"
"7745" "ScA8VGg_718;HRSCAF=1046" "LOC110188794" "2L"
"7746" "ScA8VGg_718;HRSCAF=1046" "LOC110188793" "2L"
"7747" "ScA8VGg_718;HRSCAF=1046" "LOC110188773" "2L"
"7748" "ScA8VGg_718;HRSCAF=1046" "LOC110188778" "2L"
"7749" "ScA8VGg_718;HRSCAF=1046" "LOC110188788" "2L"
"7750" "ScA8VGg_718;HRSCAF=1046" "LOC110188779" "2L"
"7751" "ScA8VGg_718;HRSCAF=1046" "LOC110188771" "2L"
"7752" "ScA8VGg_718;HRSCAF=1046" "LOC110188796" "2L"
"7753" "ScA8VGg_718;HRSCAF=1046" "LOC110188780" "2L"
"7754" "ScA8VGg_718;HRSCAF=1046" "LOC110188784" "2L"
"7755" "ScA8VGg_718;HRSCAF=1046" "LOC110188777" "2L"
"7756" "ScA8VGg_718;HRSCAF=1046" "LOC110188775" "2L"
"7757" "ScA8VGg_718;HRSCAF=1046" "LOC110188776" "2L"
"7758" "ScA8VGg_718;HRSCAF=1046" "LOC110182821" "2L"
"7759" "ScA8VGg_718;HRSCAF=1046" "LOC110182822" "2L"
"7760" "ScA8VGg_718;HRSCAF=1046" "LOC110182823" "2L"
"7761" "ScA8VGg_718;HRSCAF=1046" "LOC110182816" "2L"
"7762" "ScA8VGg_718;HRSCAF=1046" "LOC110182817" "2L"
"7763" "ScA8VGg_718;HRSCAF=1046" "LOC110182819" "2L"
"7764" "ScA8VGg_718;HRSCAF=1046" "LOC110182820" "2L"
"7765" "ScA8VGg_718;HRSCAF=1046" "LOC110182824" "2L"
"7766" "ScA8VGg_718;HRSCAF=1046" "LOC110182815" "2L"
"7767" "ScA8VGg_718;HRSCAF=1046" "LOC110176560" "2L"
"7768" "ScA8VGg_718;HRSCAF=1046" "LOC110176563" "2L"
"7769" "ScA8VGg_718;HRSCAF=1046" "LOC110176564" "2L"
"7770" "ScA8VGg_718;HRSCAF=1046" "LOC110176565" "2L"
"7771" "ScA8VGg_718;HRSCAF=1046" "LOC110176567" "2L"
"7772" "ScA8VGg_718;HRSCAF=1046" "LOC110176568" "2L"
"7773" "ScA8VGg_718;HRSCAF=1046" "LOC110185119" "2L"
"7774" "ScA8VGg_718;HRSCAF=1046" "LOC110185059" "2L"
"7775" "ScA8VGg_718;HRSCAF=1046" "LOC110185060" "2L"
"7776" "ScA8VGg_718;HRSCAF=1046" "LOC110185103" "2L"
"7777" "ScA8VGg_718;HRSCAF=1046" "LOC110185104" "2L"
"7778" "ScA8VGg_718;HRSCAF=1046" "LOC110185061" "2L"
"7779" "ScA8VGg_718;HRSCAF=1046" "LOC110185089" "2L"
"7780" "ScA8VGg_718;HRSCAF=1046" "LOC110185069" "2L"
"7781" "ScA8VGg_718;HRSCAF=1046" "LOC110185046" "2L"
"7782" "ScA8VGg_718;HRSCAF=1046" "LOC110185109" "2L"
"7783" "ScA8VGg_718;HRSCAF=1046" "LOC110185133" "2L"
"7784" "ScA8VGg_718;HRSCAF=1046" "LOC110185131" "2L"
"7785" "ScA8VGg_718;HRSCAF=1046" "LOC110185072" "2L"
"7786" "ScA8VGg_718;HRSCAF=1046" "LOC110185070" "2L"
"7787" "ScA8VGg_718;HRSCAF=1046" "LOC110185091" "2L"
"7788" "ScA8VGg_718;HRSCAF=1046" "LOC110185092" "2L"
"7789" "ScA8VGg_718;HRSCAF=1046" "LOC110185086" "2L"
"7790" "ScA8VGg_718;HRSCAF=1046" "LOC110185085" "2L"
"7791" "ScA8VGg_718;HRSCAF=1046" "LOC110185020" "2L"
"7792" "ScA8VGg_718;HRSCAF=1046" "LOC110185021" "2L"
"7793" "ScA8VGg_718;HRSCAF=1046" "LOC110185101" "2L"
"7794" "ScA8VGg_718;HRSCAF=1046" "LOC110185047" "2L"
"7795" "ScA8VGg_718;HRSCAF=1046" "LOC110185136" "2L"
"7796" "ScA8VGg_718;HRSCAF=1046" "LOC110185094" "2L"
"7797" "ScA8VGg_718;HRSCAF=1046" "LOC110185036" "2L"
"7798" "ScA8VGg_718;HRSCAF=1046" "LOC110185037" "2L"
"7799" "ScA8VGg_718;HRSCAF=1046" "LOC110185050" "2L"
"7800" "ScA8VGg_718;HRSCAF=1046" "LOC110185045" "2L"
"7801" "ScA8VGg_718;HRSCAF=1046" "LOC110185051" "2L"
"7802" "ScA8VGg_718;HRSCAF=1046" "LOC110185052" "2L"
"7803" "ScA8VGg_718;HRSCAF=1046" "LOC110185120" "2L"
"7804" "ScA8VGg_718;HRSCAF=1046" "LOC110185025" "2L"
"7805" "ScA8VGg_718;HRSCAF=1046" "LOC110185026" "2L"
"7806" "ScA8VGg_718;HRSCAF=1046" "LOC110185107" "2L"
"7807" "ScA8VGg_718;HRSCAF=1046" "LOC110185065" "2L"
"7808" "ScA8VGg_718;HRSCAF=1046" "LOC110185108" "2L"
"7809" "ScA8VGg_718;HRSCAF=1046" "LOC110185088" "2L"
"7810" "ScA8VGg_718;HRSCAF=1046" "LOC110185048" "2L"
"7811" "ScA8VGg_718;HRSCAF=1046" "LOC110185099" "2L"
"7812" "ScA8VGg_718;HRSCAF=1046" "LOC110185098" "2L"
"7813" "ScA8VGg_718;HRSCAF=1046" "LOC110185027" "2L"
"7814" "ScA8VGg_718;HRSCAF=1046" "LOC110185049" "2L"
"7815" "ScA8VGg_718;HRSCAF=1046" "LOC110185117" "2L"
"7816" "ScA8VGg_718;HRSCAF=1046" "LOC110185087" "2L"
"7817" "ScA8VGg_718;HRSCAF=1046" "LOC110185066" "2L"
"7818" "ScA8VGg_718;HRSCAF=1046" "LOC110185083" "2L"
"7819" "ScA8VGg_718;HRSCAF=1046" "LOC110185095" "2L"
"7820" "ScA8VGg_718;HRSCAF=1046" "LOC110185074" "2L"
"7821" "ScA8VGg_718;HRSCAF=1046" "LOC110185111" "2L"
"7822" "ScA8VGg_718;HRSCAF=1046" "LOC110185076" "2L"
"7823" "ScA8VGg_718;HRSCAF=1046" "LOC110185121" "2L"
"7824" "ScA8VGg_718;HRSCAF=1046" "LOC110185028" "2L"
"7825" "ScA8VGg_718;HRSCAF=1046" "LOC110185044" "2L"
"7826" "ScA8VGg_718;HRSCAF=1046" "LOC110185041" "2L"
"7827" "ScA8VGg_718;HRSCAF=1046" "LOC110185042" "2L"
"7828" "ScA8VGg_718;HRSCAF=1046" "LOC110185040" "2L"
"7829" "ScA8VGg_718;HRSCAF=1046" "LOC110185116" "2L"
"7830" "ScA8VGg_718;HRSCAF=1046" "LOC110185132" "2L"
"7831" "ScA8VGg_718;HRSCAF=1046" "LOC110185053" "2L"
"7832" "ScA8VGg_718;HRSCAF=1046" "LOC110185078" "2L"
"7833" "ScA8VGg_718;HRSCAF=1046" "LOC110185062" "2L"
"7834" "ScA8VGg_718;HRSCAF=1046" "LOC110185057" "2L"
"7835" "ScA8VGg_718;HRSCAF=1046" "LOC110185056" "2L"
"7836" "ScA8VGg_718;HRSCAF=1046" "LOC110185067" "2L"
"7837" "ScA8VGg_718;HRSCAF=1046" "LOC110185068" "2L"
"7838" "ScA8VGg_718;HRSCAF=1046" "LOC110185058" "2L"
"7839" "ScA8VGg_718;HRSCAF=1046" "LOC110185106" "2L"
"7840" "ScA8VGg_718;HRSCAF=1046" "LOC110185054" "2L"
"7841" "ScA8VGg_718;HRSCAF=1046" "LOC110185055" "2L"
"7842" "ScA8VGg_718;HRSCAF=1046" "LOC110185023" "2L"
"7843" "ScA8VGg_718;HRSCAF=1046" "LOC110185024" "2L"
"7844" "ScA8VGg_718;HRSCAF=1046" "LOC110185105" "2L"
"7845" "ScA8VGg_718;HRSCAF=1046" "LOC110185075" "2L"
"7846" "ScA8VGg_718;HRSCAF=1046" "LOC110185084" "2L"
"7847" "ScA8VGg_718;HRSCAF=1046" "LOC110185110" "2L"
"7848" "ScA8VGg_718;HRSCAF=1046" "LOC110185081" "2L"
"7849" "ScA8VGg_718;HRSCAF=1046" "LOC110185079" "2L"
"7850" "ScA8VGg_718;HRSCAF=1046" "LOC110185080" "2L"
"7851" "ScA8VGg_718;HRSCAF=1046" "LOC110185064" "2L"
"7852" "ScA8VGg_718;HRSCAF=1046" "LOC110185118" "2L"
"7853" "ScA8VGg_718;HRSCAF=1046" "LOC110185113" "2L"
"7854" "ScA8VGg_718;HRSCAF=1046" "LOC110185135" "2L"
"7855" "ScA8VGg_718;HRSCAF=1046" "LOC110185134" "2L"
"7856" "ScA8VGg_718;HRSCAF=1046" "LOC110185123" "2L"
"7857" "ScA8VGg_718;HRSCAF=1046" "LOC110185128" "2L"
"7858" "ScA8VGg_718;HRSCAF=1046" "LOC110185029" "2L"
"7859" "ScA8VGg_718;HRSCAF=1046" "LOC110185030" "2L"
"7860" "ScA8VGg_718;HRSCAF=1046" "LOC110185031" "2L"
"7861" "ScA8VGg_718;HRSCAF=1046" "LOC110185032" "2L"
"7862" "ScA8VGg_718;HRSCAF=1046" "LOC110185129" "2L"
"7863" "ScA8VGg_718;HRSCAF=1046" "LOC110185125" "2L"
"7864" "ScA8VGg_718;HRSCAF=1046" "LOC110185124" "2L"
"7865" "ScA8VGg_718;HRSCAF=1046" "LOC110185126" "2L"
"7866" "ScA8VGg_718;HRSCAF=1046" "LOC110185127" "2L"
"7867" "ScA8VGg_718;HRSCAF=1046" "LOC110185034" "2L"
"7868" "ScA8VGg_718;HRSCAF=1046" "LOC110185035" "2L"
"7869" "ScA8VGg_718;HRSCAF=1046" "LOC110185093" "2L"
"7870" "ScA8VGg_718;HRSCAF=1046" "LOC110185138" "2L"
"7871" "ScA8VGg_718;HRSCAF=1046" "LOC110185139" "2L"
"7872" "ScA8VGg_718;HRSCAF=1046" "LOC110185137" "2L"
"7873" "ScA8VGg_718;HRSCAF=1046" "LOC110185140" "2L"
"7874" "ScA8VGg_718;HRSCAF=1046" "LOC110185587" "2L"
"7875" "ScA8VGg_718;HRSCAF=1046" "LOC110185973" "2L"
"7876" "ScA8VGg_718;HRSCAF=1046" "LOC110185971" "2L"
"7877" "ScA8VGg_718;HRSCAF=1046" "LOC110185840" "2L"
"7878" "ScA8VGg_718;HRSCAF=1046" "LOC110185943" "2L"
"7879" "ScA8VGg_718;HRSCAF=1046" "LOC110185659" "2L"
"7880" "ScA8VGg_718;HRSCAF=1046" "LOC110185848" "2L"
"7881" "ScA8VGg_718;HRSCAF=1046" "LOC110185569" "2L"
"7882" "ScA8VGg_718;HRSCAF=1046" "LOC110185570" "2L"
"7883" "ScA8VGg_718;HRSCAF=1046" "LOC110185596" "2L"
"7884" "ScA8VGg_718;HRSCAF=1046" "LOC110185722" "2L"
"7885" "ScA8VGg_718;HRSCAF=1046" "LOC110185947" "2L"
"7886" "ScA8VGg_718;HRSCAF=1046" "LOC110185656" "2L"
"7887" "ScA8VGg_718;HRSCAF=1046" "LOC110185657" "2L"
"7888" "ScA8VGg_718;HRSCAF=1046" "LOC110185658" "2L"
"7889" "ScA8VGg_718;HRSCAF=1046" "LOC110185794" "2L"
"7890" "ScA8VGg_718;HRSCAF=1046" "LOC110185549" "2L"
"7891" "ScA8VGg_718;HRSCAF=1046" "LOC110185548" "2L"
"7892" "ScA8VGg_718;HRSCAF=1046" "LOC110185550" "2L"
"7893" "ScA8VGg_718;HRSCAF=1046" "LOC110185636" "2L"
"7894" "ScA8VGg_718;HRSCAF=1046" "LOC110185637" "2L"
"7895" "ScA8VGg_718;HRSCAF=1046" "LOC110185638" "2L"
"7896" "ScA8VGg_718;HRSCAF=1046" "LOC110186012" "2L"
"7897" "ScA8VGg_718;HRSCAF=1046" "LOC110186016" "2L"
"7898" "ScA8VGg_718;HRSCAF=1046" "LOC110186009" "2L"
"7899" "ScA8VGg_718;HRSCAF=1046" "LOC110186017" "2L"
"7900" "ScA8VGg_718;HRSCAF=1046" "LOC110186015" "2L"
"7901" "ScA8VGg_718;HRSCAF=1046" "LOC110186013" "2L"
"7902" "ScA8VGg_718;HRSCAF=1046" "LOC110186011" "2L"
"7903" "ScA8VGg_718;HRSCAF=1046" "LOC110186010" "2L"
"7904" "ScA8VGg_718;HRSCAF=1046" "LOC110186014" "2L"
"7905" "ScA8VGg_718;HRSCAF=1046" "LOC110185757" "2L"
"7906" "ScA8VGg_718;HRSCAF=1046" "LOC110185592" "2L"
"7907" "ScA8VGg_718;HRSCAF=1046" "LOC110185942" "2L"
"7908" "ScA8VGg_718;HRSCAF=1046" "LOC110186040" "2L"
"7909" "ScA8VGg_718;HRSCAF=1046" "LOC110185727" "2L"
"7910" "ScA8VGg_718;HRSCAF=1046" "LOC110185877" "2L"
"7911" "ScA8VGg_718;HRSCAF=1046" "LOC110185730" "2L"
"7912" "ScA8VGg_718;HRSCAF=1046" "LOC110185729" "2L"
"7913" "ScA8VGg_718;HRSCAF=1046" "LOC110185728" "2L"
"7914" "ScA8VGg_718;HRSCAF=1046" "LOC110185988" "2L"
"7915" "ScA8VGg_718;HRSCAF=1046" "LOC110186123" "2L"
"7916" "ScA8VGg_718;HRSCAF=1046" "LOC110185941" "2L"
"7917" "ScA8VGg_718;HRSCAF=1046" "LOC110186126" "2L"
"7918" "ScA8VGg_718;HRSCAF=1046" "LOC110186122" "2L"
"7919" "ScA8VGg_718;HRSCAF=1046" "LOC110185940" "2L"
"7920" "ScA8VGg_718;HRSCAF=1046" "LOC110186119" "2L"
"7921" "ScA8VGg_718;HRSCAF=1046" "LOC110185939" "2L"
"7922" "ScA8VGg_718;HRSCAF=1046" "LOC110186118" "2L"
"7923" "ScA8VGg_718;HRSCAF=1046" "LOC110186120" "2L"
"7924" "ScA8VGg_718;HRSCAF=1046" "LOC110186125" "2L"
"7925" "ScA8VGg_718;HRSCAF=1046" "LOC110186117" "2L"
"7926" "ScA8VGg_718;HRSCAF=1046" "LOC110186124" "2L"
"7927" "ScA8VGg_718;HRSCAF=1046" "LOC110185826" "2L"
"7928" "ScA8VGg_718;HRSCAF=1046" "LOC110185938" "2L"
"7929" "ScA8VGg_718;HRSCAF=1046" "LOC110185916" "2L"
"7930" "ScA8VGg_718;HRSCAF=1046" "LOC110185917" "2L"
"7931" "ScA8VGg_718;HRSCAF=1046" "LOC110185759" "2L"
"7932" "ScA8VGg_718;HRSCAF=1046" "LOC110185733" "2L"
"7933" "ScA8VGg_718;HRSCAF=1046" "LOC110185984" "2L"
"7934" "ScA8VGg_718;HRSCAF=1046" "LOC110185960" "2L"
"7935" "ScA8VGg_718;HRSCAF=1046" "LOC110185688" "2L"
"7936" "ScA8VGg_718;HRSCAF=1046" "LOC110185654" "2L"
"7937" "ScA8VGg_718;HRSCAF=1046" "LOC110185655" "2L"
"7938" "ScA8VGg_718;HRSCAF=1046" "LOC110185540" "2L"
"7939" "ScA8VGg_718;HRSCAF=1046" "LOC110185541" "2L"
"7940" "ScA8VGg_718;HRSCAF=1046" "LOC110185935" "2L"
"7941" "ScA8VGg_718;HRSCAF=1046" "LOC110186043" "2L"
"7942" "ScA8VGg_718;HRSCAF=1046" "LOC110186115" "2L"
"7943" "ScA8VGg_718;HRSCAF=1046" "LOC110185993" "2L"
"7944" "ScA8VGg_718;HRSCAF=1046" "LOC110185994" "2L"
"7945" "ScA8VGg_718;HRSCAF=1046" "LOC110185621" "2L"
"7946" "ScA8VGg_718;HRSCAF=1046" "LOC110185810" "2L"
"7947" "ScA8VGg_718;HRSCAF=1046" "LOC110185933" "2L"
"7948" "ScA8VGg_718;HRSCAF=1046" "LOC110185649" "2L"
"7949" "ScA8VGg_718;HRSCAF=1046" "LOC110185651" "2L"
"7950" "ScA8VGg_718;HRSCAF=1046" "LOC110185932" "2L"
"7951" "ScA8VGg_718;HRSCAF=1046" "LOC110185858" "2L"
"7952" "ScA8VGg_718;HRSCAF=1046" "LOC110186102" "2L"
"7953" "ScA8VGg_718;HRSCAF=1046" "LOC110186105" "2L"
"7954" "ScA8VGg_718;HRSCAF=1046" "LOC110186104" "2L"
"7955" "ScA8VGg_718;HRSCAF=1046" "LOC110185807" "2L"
"7956" "ScA8VGg_718;HRSCAF=1046" "LOC110185863" "2L"
"7957" "ScA8VGg_718;HRSCAF=1046" "LOC110185793" "2L"
"7958" "ScA8VGg_718;HRSCAF=1046" "LOC110185792" "2L"
"7959" "ScA8VGg_718;HRSCAF=1046" "LOC110185714" "2L"
"7960" "ScA8VGg_718;HRSCAF=1046" "LOC110185713" "2L"
"7961" "ScA8VGg_718;HRSCAF=1046" "LOC110185946" "2L"
"7962" "ScA8VGg_718;HRSCAF=1046" "LOC110185898" "2L"
"7963" "ScA8VGg_718;HRSCAF=1046" "LOC110185801" "2L"
"7964" "ScA8VGg_718;HRSCAF=1046" "LOC110185622" "2L"
"7965" "ScA8VGg_718;HRSCAF=1046" "LOC110185951" "2L"
"7966" "ScA8VGg_718;HRSCAF=1046" "LOC110185930" "2L"
"7967" "ScA8VGg_718;HRSCAF=1046" "LOC110185644" "2L"
"7968" "ScA8VGg_718;HRSCAF=1046" "LOC110186042" "2L"
"7969" "ScA8VGg_718;HRSCAF=1046" "LOC110185997" "2L"
"7970" "ScA8VGg_718;HRSCAF=1046" "LOC110185774" "2L"
"7971" "ScA8VGg_718;HRSCAF=1046" "LOC110185854" "2L"
"7972" "ScA8VGg_718;HRSCAF=1046" "LOC110185782" "2L"
"7973" "ScA8VGg_718;HRSCAF=1046" "LOC110185783" "2L"
"7974" "ScA8VGg_718;HRSCAF=1046" "LOC110185703" "2L"
"7975" "ScA8VGg_718;HRSCAF=1046" "LOC110185702" "2L"
"7976" "ScA8VGg_718;HRSCAF=1046" "LOC110185985" "2L"
"7977" "ScA8VGg_718;HRSCAF=1046" "LOC110186000" "2L"
"7978" "ScA8VGg_718;HRSCAF=1046" "LOC110185695" "2L"
"7979" "ScA8VGg_718;HRSCAF=1046" "LOC110185806" "2L"
"7980" "ScA8VGg_718;HRSCAF=1046" "LOC110185711" "2L"
"7981" "ScA8VGg_718;HRSCAF=1046" "LOC110185978" "2L"
"7982" "ScA8VGg_718;HRSCAF=1046" "LOC110186077" "2L"
"7983" "ScA8VGg_718;HRSCAF=1046" "LOC110185619" "2L"
"7984" "ScA8VGg_718;HRSCAF=1046" "LOC110186039" "2L"
"7985" "ScA8VGg_718;HRSCAF=1046" "LOC110185855" "2L"
"7986" "ScA8VGg_718;HRSCAF=1046" "LOC110185708" "2L"
"7987" "ScA8VGg_718;HRSCAF=1046" "LOC110185956" "2L"
"7988" "ScA8VGg_718;HRSCAF=1046" "LOC110185634" "2L"
"7989" "ScA8VGg_718;HRSCAF=1046" "LOC110185557" "2L"
"7990" "ScA8VGg_718;HRSCAF=1046" "LOC110185558" "2L"
"7991" "ScA8VGg_718;HRSCAF=1046" "LOC110185559" "2L"
"7992" "ScA8VGg_718;HRSCAF=1046" "LOC110185568" "2L"
"7993" "ScA8VGg_718;HRSCAF=1046" "LOC110186109" "2L"
"7994" "ScA8VGg_718;HRSCAF=1046" "LOC110186107" "2L"
"7995" "ScA8VGg_718;HRSCAF=1046" "LOC110186108" "2L"
"7996" "ScA8VGg_718;HRSCAF=1046" "LOC110186106" "2L"
"7997" "ScA8VGg_718;HRSCAF=1046" "LOC110185811" "2L"
"7998" "ScA8VGg_718;HRSCAF=1046" "LOC110185585" "2L"
"7999" "ScA8VGg_718;HRSCAF=1046" "LOC110185567" "2L"
"8000" "ScA8VGg_718;HRSCAF=1046" "LOC110185987" "2L"
"8001" "ScA8VGg_718;HRSCAF=1046" "LOC110185731" "2L"
"8002" "ScA8VGg_718;HRSCAF=1046" "LOC110185732" "2L"
"8003" "ScA8VGg_718;HRSCAF=1046" "LOC110185584" "2L"
"8004" "ScA8VGg_718;HRSCAF=1046" "LOC110185583" "2L"
"8005" "ScA8VGg_718;HRSCAF=1046" "LOC110185686" "2L"
"8006" "ScA8VGg_718;HRSCAF=1046" "LOC110185687" "2L"
"8007" "ScA8VGg_718;HRSCAF=1046" "LOC110186002" "2L"
"8008" "ScA8VGg_718;HRSCAF=1046" "LOC110185769" "2L"
"8009" "ScA8VGg_718;HRSCAF=1046" "LOC110185751" "2L"
"8010" "ScA8VGg_718;HRSCAF=1046" "LOC110185989" "2L"
"8011" "ScA8VGg_718;HRSCAF=1046" "LOC110185929" "2L"
"8012" "ScA8VGg_718;HRSCAF=1046" "LOC110185927" "2L"
"8013" "ScA8VGg_718;HRSCAF=1046" "LOC110185841" "2L"
"8014" "ScA8VGg_718;HRSCAF=1046" "LOC110185925" "2L"
"8015" "ScA8VGg_718;HRSCAF=1046" "LOC110185923" "2L"
"8016" "ScA8VGg_718;HRSCAF=1046" "LOC110186078" "2L"
"8017" "ScA8VGg_718;HRSCAF=1046" "LOC110185672" "2L"
"8018" "ScA8VGg_718;HRSCAF=1046" "LOC110185876" "2L"
"8019" "ScA8VGg_718;HRSCAF=1046" "LOC110185720" "2L"
"8020" "ScA8VGg_718;HRSCAF=1046" "LOC110185719" "2L"
"8021" "ScA8VGg_718;HRSCAF=1046" "LOC110185609" "2L"
"8022" "ScA8VGg_718;HRSCAF=1046" "LOC110185572" "2L"
"8023" "ScA8VGg_718;HRSCAF=1046" "LOC110185575" "2L"
"8024" "ScA8VGg_718;HRSCAF=1046" "LOC110185574" "2L"
"8025" "ScA8VGg_718;HRSCAF=1046" "LOC110185573" "2L"
"8026" "ScA8VGg_718;HRSCAF=1046" "LOC110185949" "2L"
"8027" "ScA8VGg_718;HRSCAF=1046" "LOC110185767" "2L"
"8028" "ScA8VGg_718;HRSCAF=1046" "LOC110185600" "2L"
"8029" "ScA8VGg_718;HRSCAF=1046" "LOC110185859" "2L"
"8030" "ScA8VGg_718;HRSCAF=1046" "LOC110185591" "2L"
"8031" "ScA8VGg_718;HRSCAF=1046" "LOC110185590" "2L"
"8032" "ScA8VGg_718;HRSCAF=1046" "LOC110185748" "2L"
"8033" "ScA8VGg_718;HRSCAF=1046" "LOC110185820" "2L"
"8034" "ScA8VGg_718;HRSCAF=1046" "LOC110186056" "2L"
"8035" "ScA8VGg_718;HRSCAF=1046" "LOC110186070" "2L"
"8036" "ScA8VGg_718;HRSCAF=1046" "LOC110185922" "2L"
"8037" "ScA8VGg_718;HRSCAF=1046" "LOC110185996" "2L"
"8038" "ScA8VGg_718;HRSCAF=1046" "LOC110185921" "2L"
"8039" "ScA8VGg_718;HRSCAF=1046" "LOC110186046" "2L"
"8040" "ScA8VGg_718;HRSCAF=1046" "LOC110186044" "2L"
"8041" "ScA8VGg_718;HRSCAF=1046" "LOC110185586" "2L"
"8042" "ScA8VGg_718;HRSCAF=1046" "LOC110185856" "2L"
"8043" "ScA8VGg_718;HRSCAF=1046" "LOC110185919" "2L"
"8044" "ScA8VGg_718;HRSCAF=1046" "LOC110185849" "2L"
"8045" "ScA8VGg_718;HRSCAF=1046" "LOC110186037" "2L"
"8046" "ScA8VGg_718;HRSCAF=1046" "LOC110185873" "2L"
"8047" "ScA8VGg_718;HRSCAF=1046" "LOC110185830" "2L"
"8048" "ScA8VGg_718;HRSCAF=1046" "LOC110185831" "2L"
"8049" "ScA8VGg_718;HRSCAF=1046" "LOC110185829" "2L"
"8050" "ScA8VGg_718;HRSCAF=1046" "LOC110185827" "2L"
"8051" "ScA8VGg_718;HRSCAF=1046" "LOC110186030" "2L"
"8052" "ScA8VGg_718;HRSCAF=1046" "LOC110185834" "2L"
"8053" "ScA8VGg_718;HRSCAF=1046" "LOC110185835" "2L"
"8054" "ScA8VGg_718;HRSCAF=1046" "LOC110185838" "2L"
"8055" "ScA8VGg_718;HRSCAF=1046" "LOC110185836" "2L"
"8056" "ScA8VGg_718;HRSCAF=1046" "LOC110185837" "2L"
"8057" "ScA8VGg_718;HRSCAF=1046" "LOC110185564" "2L"
"8058" "ScA8VGg_718;HRSCAF=1046" "LOC110185562" "2L"
"8059" "ScA8VGg_718;HRSCAF=1046" "LOC110185802" "2L"
"8060" "ScA8VGg_718;HRSCAF=1046" "LOC110186024" "2L"
"8061" "ScA8VGg_718;HRSCAF=1046" "LOC110185974" "2L"
"8062" "ScA8VGg_718;HRSCAF=1046" "LOC110185962" "2L"
"8063" "ScA8VGg_718;HRSCAF=1046" "LOC110185918" "2L"
"8064" "ScA8VGg_718;HRSCAF=1046" "LOC110186075" "2L"
"8065" "ScA8VGg_718;HRSCAF=1046" "LOC110185653" "2L"
"8066" "ScA8VGg_718;HRSCAF=1046" "LOC110185736" "2L"
"8067" "ScA8VGg_718;HRSCAF=1046" "LOC110185785" "2L"
"8068" "ScA8VGg_718;HRSCAF=1046" "LOC110185707" "2L"
"8069" "ScA8VGg_718;HRSCAF=1046" "LOC110185706" "2L"
"8070" "ScA8VGg_718;HRSCAF=1046" "LOC110186100" "2L"
"8071" "ScA8VGg_718;HRSCAF=1046" "LOC110185715" "2L"
"8072" "ScA8VGg_718;HRSCAF=1046" "LOC110185681" "2L"
"8073" "ScA8VGg_718;HRSCAF=1046" "LOC110185680" "2L"
"8074" "ScA8VGg_718;HRSCAF=1046" "LOC110185679" "2L"
"8075" "ScA8VGg_718;HRSCAF=1046" "LOC110185553" "2L"
"8076" "ScA8VGg_718;HRSCAF=1046" "LOC110185556" "2L"
"8077" "ScA8VGg_718;HRSCAF=1046" "LOC110185555" "2L"
"8078" "ScA8VGg_718;HRSCAF=1046" "LOC110186059" "2L"
"8079" "ScA8VGg_718;HRSCAF=1046" "LOC110185581" "2L"
"8080" "ScA8VGg_718;HRSCAF=1046" "LOC110186004" "2L"
"8081" "ScA8VGg_718;HRSCAF=1046" "LOC110185701" "2L"
"8082" "ScA8VGg_718;HRSCAF=1046" "LOC110185915" "2L"
"8083" "ScA8VGg_718;HRSCAF=1046" "LOC110185566" "2L"
"8084" "ScA8VGg_718;HRSCAF=1046" "LOC110185565" "2L"
"8085" "ScA8VGg_718;HRSCAF=1046" "LOC110185775" "2L"
"8086" "ScA8VGg_718;HRSCAF=1046" "LOC110185959" "2L"
"8087" "ScA8VGg_718;HRSCAF=1046" "LOC110185671" "2L"
"8088" "ScA8VGg_718;HRSCAF=1046" "LOC110185914" "2L"
"8089" "ScA8VGg_718;HRSCAF=1046" "LOC110186079" "2L"
"8090" "ScA8VGg_718;HRSCAF=1046" "LOC110185965" "2L"
"8091" "ScA8VGg_718;HRSCAF=1046" "LOC110185967" "2L"
"8092" "ScA8VGg_718;HRSCAF=1046" "LOC110185966" "2L"
"8093" "ScA8VGg_718;HRSCAF=1046" "LOC110185544" "2L"
"8094" "ScA8VGg_718;HRSCAF=1046" "LOC110185721" "2L"
